id,title,company,skills,location,salary_min,salary_max,type,age_preference,experience_required,education_required,description,category,source,job_url,scraped_at
scraped_vietnamworks_algolia_00012,[HN/HCM] Trưởng Phòng Phát Triển Đối Tác Tài Chính 20Tr - 170Tr,Công Ty Cổ Phần Tập Đoàn Đầu Tư Emir,Kế toán|Tài chính,Hồ Chí Minh,20000000,170000000,full-time,any,5,university,"- Đầu mối triển khai kế hoạch, giám sát việc tìm kiếm, thẩm định, đánh giá tài sản của Khách hàng cần thu xếp nguồn vốn nhằm đảm bảo chỉ tiêu được giao. - Đàm phán với Khách hàng các quy định của Công ty về tài chính (hạn mức, tiến độ giải ngân..), pháp... Yêu cầu: 1. Học vấn : Tốt nghiệp Cao đẳng/Đại học trở lên chuyên ngành: Tài chính - Ngân hàng, Quản trị Kinh doanh, hoặc các chuyên ngành đào tạo khác có liên quan. 2. Độ tuổi : 30 - 45. 3. Kinh nghiệm - Có kinh nghiệm ít nhất 05 năm ở vị trí tương đương, trong đó tối thiểu...",accounting,VietnamWorks_Algolia,https://www.vietnamworks.com/viec-lam/hn-hcm-truong-phong-phat-trien-doi-tac-tai-chinh-20tr-170tr-2037190,2026-05-25T19:37:23.566553
scraped_vietnamworks_algolia_00013,Senior HR Generalist(Hành Chính Nhân Sự Tổng Hợp),Kume Design Asia Co.ltd,Hành chính|Cơ khí,Hồ Chí Minh,9600000,18000000,full-time,any,0,high,"Yêu cầu:  Male/Female.  Minimum 5 years of experience in HR Generalist / HR & Administration roles.  Hands-on experience in recruitment, labor contracts, and social insurance procedures.  Good understanding of Vietnamese Labor Law and related regulations.  Candidates with experience in processing foreign employee documentation (work permits, temporary residence cards, etc.) are preferred.  Proactive at work; able...",skilled,VietnamWorks_Algolia,https://www.vietnamworks.com/viec-lam/senior-hr-generalist-hanh-chinh-nhan-su-tong-hop-2055370,2026-05-25T19:37:23.570610
scraped_vietnamworks_algolia_00014,Chuyên Gia Quản Lý Dự Án - Khối Tài Chính,Ngân Hàng TNHH MTV Kỷ Nguyên Thịnh Vượng - GPBank,Kế toán|Tài chính,Hà Nội,0,60000000,full-time,any,6,university,"MỤC ĐÍCH CÔNG VIỆC - Đóng vai trò là Quản lý dự án đối với các dự án do Khối Tài chính chịu trách nhiệm triển khai đảm bảo đạt các mục tiêu về thời gian, chi phí, chất lượng và hiệu quả hoạt động - Đại diện tham gia & điều phối các nguồn lực nội bộ... Yêu cầu: 1. Trình độ Học vấn: - Trình độ Đại học trở lên các chuyên ngành tài chính/ngân hàng, CNTT, kinh tế, hoặc các ngành liên quan 2. Kinh nghiệm Liên quan: - Ít nhất 6-8 năm kinh nghiệm làm việc tài chính, ngân hàng về phân tích nghiệp vụ, trong đó ít nhất 2 năm kinh nghiệm...",accounting,VietnamWorks_Algolia,https://www.vietnamworks.com/viec-lam/chuyen-gia-quan-ly-du-an-khoi-tai-chinh-2052940,2026-05-25T19:37:23.573733
scraped_vietnamworks_algolia_00016,Kế Toán Trưởng,Công Ty Cổ Phần Dịch Vụ Triển Lãm Kinh Kỳ,Kế toán,Hà Nội,9200000,17250000,full-time,any,5,university,"1. Quản lý & kiểm soát tài chính – kế toán toàn công ty • Lập kế hoạch tài chính và dòng tiền; theo dõi thu – chi, ngân sách. • Giám sát việc hạch toán, báo cáo, tuân thủ các chuẩn mực kế toán. • Thiết lập quy trình – chính sách kế toán, đảm bảo... Yêu cầu: - Tốt nghiệp Đại học chuyên ngành Kế toán, Tài chính hoặc liên quan. - Có đầy đủ bằng cấp chứng chỉ nghiệp vụ kế toán trưởng. - Tối thiểu 3 năm kinh nghiệm ở vị trí Kế toán trưởng hoặc tương đương. - Giới tính Nữ - Ưu tiên có kinh nghiệm trong các lĩnh vực: + Dịch...",accounting,VietnamWorks_Algolia,https://www.vietnamworks.com/viec-lam/ke-toan-truong--2035150,2026-05-25T19:37:23.578076
scraped_vietnamworks_algolia_00017,Trưởng Nhóm Kế Toán,Công Ty BIM Group Kiên Giang,Excel|Word,Hồ Chí Minh,9600000,18000000,full-time,any,0,high,"- Tổ chức và Giám sát việc kiểm tra, đối chiếu số liệu chi tiết và tổng hợp danh mục tài sản tại chi nhánh hoặc theo sự phân công của TBP. - Kiểm soát sự cân đối giữa số liệu kế toán chi tiết và tổng hợp, tính và phân bổ khấu hao, Rà... Yêu cầu: - Tốt nghiệp Cao đẳng trở lên chuyên ngành Tài chính Kế toán hoặc tương đương - Có ít nhất 2 năm kinh nghiệm tương đương - Nắm vững nghiệp vụ chuyên môn Tài Chính – Kế Toán - Sử dụng thành thạo tin học văn phòng (Word, Excel), sử dụng thành thạo phần mềm kế toán -...",accounting,VietnamWorks_Algolia,https://www.vietnamworks.com/viec-lam/truong-nhom-ke-toan--2051502,2026-05-25T19:37:23.579958
scraped_vietnamworks_algolia_00018,General Affairs Staff (Expatriates Support & Travel Management Focus),Công Ty TNHH Ô Tô Mitsubishi Việt Nam,Teamwork|Communication|Problem Solving|Microsoft Office,Hồ Chí Minh,9600000,18000000,full-time,any,3,university,"Summary of Job Description This position is responsible for overseeing daily administrative operations at the Ho Chi Minh City (HCM) office to ensure smooth and efficient functioning. The role includes coordinating preparation and support for expatriates, ensuring all necessary arrangements are handled effectively. It also manages office leasing services and oversees outsourced vendors related to... Yêu cầu: Requirements • Education: Bachelor’s Degree in related fields • Experience: Having at least 3 years experience at General Affairs or in a related area • Knowledge : Office Administration Procedures. Company car management, Fixed asset/Facilities management. Event Organization. • Skills: Master of microsoft office, data entry & management, problem solving skills, strong verbal/written communication skills, teamwork, analysis/reporting and presentation skills. • Others: Sufficiently in using...",other,VietnamWorks_Algolia,https://www.vietnamworks.com/viec-lam/general-affairs-staff-expatriates-support-travel-management-focus-2057183,2026-05-25T19:37:23.582610
scraped_vietnamworks_algolia_00019,External Affairs Staff,Công Ty TNHH Ô Tô Mitsubishi Việt Nam,Communication|English,Hà Nội,9200000,17250000,full-time,any,2,university,"Summary of Job Description This role is responsible for managing external affairs by coordinating and maintaining effective relationships with VAMA (Vietnam Automobile Manufacturers Association) and relevant Vietnamese government organizations, ensuring alignment with regulatory and industry requirements. In addition, the role undertakes other tasks and responsibilities as assigned by the General Manager (GM), Deputy General Director... Yêu cầu: Requirements • Education: University graduate (Bachelor’s Degree) • Experience: Has working experiences related to the automotive industry such as administrative procedures, external/internal affairs, transactions with automotive industry organizations & agencies • Knowledge: Has knowledge about Basics of administration, law in automobile field • Skills: Interpersonal skills; Fluent communication in English; Document writing & presenting skills in both Vietnamese & English; Team-working skills <br...",other,VietnamWorks_Algolia,https://www.vietnamworks.com/viec-lam/external-affairs-staff-2057186,2026-05-25T19:37:23.585633
scraped_vietnamworks_algolia_00020,Treasury Staff (7-Month contract),Công Ty TNHH Ô Tô Mitsubishi Việt Nam,English|Microsoft Office|Excel|Word,Hồ Chí Minh,9600000,18000000,full-time,any,2,university,"Job Summary: This role is responsible banking and payment execution processes. The responsibilities also include managing documentation and maintaining accurate records to ensure compliance and audit readiness. The position also provides basic operational and control support to ensure smooth internal workflows. This role is focused on internal coordination and does not involve direct interaction with... Yêu cầu: Qualifications: • Education : Bachelor’s Degree with major in Accounting or Finance • Knowledge : Finance and Accounting, tax laws • Skills: Fluent in English, Proficiency FAST Software and Microsoft Office: Word, Excel… • Experience: Having at least 2 years in in Financing & Accounting • Others: Careful, ability to cooperate and team work under pressure to meet deadlines. Benefits • Competitive salary • Transportation & meal allowances • Premium health care...",other,VietnamWorks_Algolia,https://www.vietnamworks.com/viec-lam/treasury-staff-7-month-contract-2057193,2026-05-25T19:37:23.589960
scraped_vietnamworks_algolia_00022,Quality Lead Engineer,"SVP Vietnam Co.,Ltd",Communication|English,Hải Dương,8000000,15000000,full-time,any,5,university,"Position Summary: This person is based at our Vietnam factory and is responsible for plant quality from NPI to manufacturing. This role will primarily focus on advanced quality, production approval, quality activities, solving quality issues, and improving quality cost. Responsibilities: • Implements key KPI's in accordance with factory quality to ensure... Yêu cầu: You Bring (requirements, preferred skills): Skills/personal qualifications: • Independently, and working with others, able to generate new ideas • Demonstrated sense of urgency; takes prompt action to accomplish goals. • Open minded and willing to learn new knowledge in different scopes • English communication is a must. • Ability to communicate complex ideas effectively - both verbally and in writing •...",other,VietnamWorks_Algolia,https://www.vietnamworks.com/viec-lam/quality-lead-engineer-2057176,2026-05-25T19:37:23.594931
scraped_vietnamworks_algolia_00023,Skin Cleansing Vietnam Demand Planner,Unilever Vietnam,Power Bi|Communication|Excel|Sap,Hồ Chí Minh,9600000,18000000,full-time,any,3,university,"JOB PURPOSE Supply Chain Planning plays a critical role in enabling manufacturing excellence by translating business demand into executable production and material plans. The function ensures optimal balance between service level, cost, and inventory by integrating demand signals, production capability, supplier readiness, and inventory management. Through strong cross-functional and external collaboration, Planning safeguards business continuity... Yêu cầu: • Bachelor’s degree in Supply Chain Management or equivalent. • At least 3+ years’ relevant experience in supply chain. • Strong Excel skills, Power Query, Power Pivot, and Power BI. • Proficiency in Kinaxis, SAP, and digital tools is a plus. • Strong data analytics and technical capabilities. • Excellent communication, storytelling, and cross-functional stakeholder management. • Quick learner, adaptive...",other,VietnamWorks_Algolia,https://www.vietnamworks.com/viec-lam/skin-cleansing-vietnam-demand-planner-2058707,2026-05-25T19:37:23.597436
scraped_vietnamworks_algolia_00024,Kỹ Sư Thiết Kế Hệ Thống Điện,CÔNG TY CỔ PHẦN TONA SYNTEGRA SOLAR,Excel,Thanh Hóa,8000000,15000000,full-time,<35,1,university,"Tổng quan Công ty Tona Syntegra Solar là dự án liên doanh giữa Tona Corp và Syntegra Solar AG. Syntegra Solar là công ty chuyên tư vấn và phát triển dự án năng lượng mặt trời, có trụ sở tại Đức và Thụy Sĩ, được biết đến rộng rãi với trọng tâm phát triển và chuyên... Yêu cầu: • Tốt nghiệp đại học chuyên ngành Hệ thống điện, Điện công nghiệp, Điện – điện tử, Tự động hóa, Năng lượng tái tạo. • Có ít nhất 1 năm kinh nghiệm trong công tác thiết kế hệ thống điện mặt trời. • Thành thạo AutoCAD, Excel, PVsyst hoặc các công cụ tương đương phục vụ...",skilled,VietnamWorks_Algolia,https://www.vietnamworks.com/viec-lam/ky-su-thiet-ke-he-thong-djien-2058665,2026-05-25T19:37:23.599247
scraped_vietnamworks_algolia_00025,Kỹ Sư Vận Hành & Bảo Trì Hệ Thống Điện,CÔNG TY CỔ PHẦN TONA SYNTEGRA SOLAR,Cơ khí|Điện|Kho vận,Thanh Hóa,8000000,15000000,full-time,<35,1,university,"Tổng quan Công ty Tona Syntegra Solar là dự án liên doanh giữa Tona Corp và Syntegra Solar AG. Syntegra Solar là công ty chuyên tư vấn và phát triển dự án năng lượng mặt trời, có trụ sở tại Đức và Thụy Sĩ, được biết đến rộng rãi với trọng tâm phát triển và chuyên... Yêu cầu: • Tốt nghiệp Đại học chuyên ngành Kỹ thuật Điện, Hệ thống điện, Điện – Điện tử, Tự động hóa hoặc các chuyên ngành liên quan. • Có ít nhất 01 năm kinh nghiệm trong công tác vận hành, bảo trì hệ thống điện mặt trời, hệ thống điện công nghiệp hoặc các hệ thống...",skilled,VietnamWorks_Algolia,https://www.vietnamworks.com/viec-lam/ky-su-van-hanh-and-bao-tri-he-thong-djien-2058660,2026-05-25T19:37:23.601394
scraped_vietnamworks_algolia_00026,Consumer Banking Collection Operations Staff,Cathay United Bank,Excel|Word|Powerpoint,Hồ Chí Minh,9600000,18000000,full-time,any,3,university,"• Convince customers by phone calls, text messages and APP notice to pay overdue loans according to the allocated amount. Complying with the call script in accordance with regulations. • Update call history, information on the system. • Plan to follow up the list of customers in order of priority to recover late loans. • Monitor customer's... Yêu cầu: ** Professional requirement: • Background in Consumer banking industry and solid understanding of lending and card services. • Good knowledge in MS Office applications, including Word, Excel and PowerPoint. • Strong sense of responsibility, able to work independently. • Experience in digital lending process is a plus. ** Education: Bachelor’s degree in a banking or equivalent practical experience. ** Work experience: 3+ years of...",other,VietnamWorks_Algolia,https://www.vietnamworks.com/viec-lam/consumer-banking-collection-operations-staff-2058706,2026-05-25T19:37:23.605395
scraped_vietnamworks_algolia_00027,Consumer Banking Business Development Staff (Senior),Cathay United Bank,Communication|Excel,Hồ Chí Minh,9600000,18000000,full-time,any,5,high,"Purpose Establish relationships and launch cooperation with potential local partners to promote consumer lending products Main tasks - Partnership management: full responsible end to end, to maintain & management specific partners that allocated from BD Head, including but not limited to complaints/requests handling from partners and monthly fee reconciliation - Partners Expansion: Actively seek and identify new potential medium... Yêu cầu: Professional requirement - Minimum 5 years’ experience in sale/partnership/business development - Good at excel, have ability to do MIS report - Understanding of partners’ relationship engagement - Proven partnership portfolio and network connection - Background in Consumer finance/Banking, Fintech, experience with mobile app integration - Understand & good knowledge of lending product/ digital trend - Highly effective communication & negotiation skills - Enable to work under the pressure - Friendly,...",sales,VietnamWorks_Algolia,https://www.vietnamworks.com/viec-lam/consumer-banking-business-development-staff-senior-2058705,2026-05-25T19:37:23.608656
scraped_vietnamworks_algolia_00028,"Kỹ Sư Giải Pháp, Tích Hợp Hệ Thống Cloud",Tập Đoàn Bưu Chính Viễn Thông Việt Nam (VNPT),,Hà Nội,200000000,500000000,full-time,<35,1,university,"1. Nghiên cứu giải pháp công nghệ • Tìm hiểu và nghiên cứu giải pháp công nghệ để lựa chọn các giải pháp, công nghệ phù hợp cho nhu cầu xây dựng, phát triển sản phẩm, dịch vụ, triển khai dự án. Xây dựng bộ tiêu chí kỹ thuật cho giải pháp đáp ứng. • Xây... Yêu cầu: - Tốt nghiệp Đại học trở lên các ngành đào tạo sau đây: Công nghệ thông tin, An toàn thông tin, Bảo mật thông tin, Khoa học máy tính, Mạng máy tính và truyền thông dữ liệu, Kỹ thuật phần mềm, Phát triển phần mềm, Công nghệ phần mềm, Hệ thống thông tin, Kỹ...",other,VietnamWorks_Algolia,https://www.vietnamworks.com/viec-lam/ky-su-giai-phap-tich-hop-he-thong-cloud-2058691,2026-05-25T19:37:23.610577
scraped_vietnamworks_algolia_00029,"Project Management (Lương Deal Ko Giới Hạn, Giao Tiếp Tiếng Anh)",CÔNG TY TNHH AMPHENOL COMMUNICATION ELECTRONICS VIỆT NAM,Teamwork,Bắc Ninh,8000000,15000000,full-time,any,5,university,"Position Summary/ Tóm tắt: Project coordination, planning, responsible for project output in stages. Coordinate with departments to handle project related issues. / Điều phối dự án, lập kế hoạch, chịu trách nhiệm về đầu ra của dự án trong các giai đoạn. Phối hợp với các bộ phận xử lý các vấn đề liên quan đến... Yêu cầu: 1. 5+ years working experience as project engineer/project manager in an electronics manufacturing company./ Hơn 5 năm kinh nghiệm làm kỹ sư dự án/quản lý dự án tại một công ty sản xuất điện tử. 2. Good teamwork spirit and attitude. Be able to work with diverse team members in China and overseas./ Tinh thần và thái...",sales,VietnamWorks_Algolia,https://www.vietnamworks.com/viec-lam/project-management-luong-deal-ko-gioi-han-giao-tiep-tieng-anh-2058515,2026-05-25T19:37:23.612870
scraped_vietnamworks_algolia_00030,KYC Officer ( Temporary Staff on A 2-Year contract),"Mufg Bank, Ltd., Ho Chi Minh City Branch",Communication|Time Management|English,Hồ Chí Minh,9600000,18000000,full-time,any,1,university,"Main responsibilities include but not limited to the following: • KYC tasks for on-boarding process Review of the On-boarding Request Form received from Relationship Manager and perform preliminary due diligence checks Collect necessary document from Relationship Manager to fulfill AML/ KYC related internal rules and local regulations Perform Customer Screening and Adverse Media Searches on AML/KYC screening systems (such... Yêu cầu: . University degree in finance, banking, economics . Having at least 1 yr experience of AML/KYC is preferable . Good command of English . Ability to work independently and cooperate effectively in a team . Good skill in time management and communication . Detail oriented and analytical thinking",other,VietnamWorks_Algolia,https://www.vietnamworks.com/viec-lam/kyc-officer-temporary-staff-on-a-2-year-contract-2051083,2026-05-25T19:37:23.615126
scraped_vietnamworks_algolia_00031,Chuyên Viên ISO,CÔNG TY CỔ PHẦN GIẢI PHÁP NỀN TẢNG TRUYỀN THÔNG VÀ THÔNG TIN,,Hồ Chí Minh,0,18000000,full-time,any,5,university,"1. Mục tiêu công việc Khảo sát và ghi nhận các hoạt động vận hành thực tế của công ty, từ đó chuẩn hóa thành hệ thống quy trình và tài liệu theo tiêu chuẩn ISO, đảm bảo phản ánh đúng cách thức hoạt động của doanh nghiệp. Giai đoạn đầu tập trung chuẩn hóa và... Yêu cầu: ● Nam hoặc nữ, tuổi từ 27 trở lên ● Tốt nghiệp Đại học trở lên (Ưu tiên Cử nhân Luật) Kinh nghiệm ● Có tối thiểu 5 năm kinh nghiệm liên quan đến hệ thống ISO. ● Ưu tiên ứng viên có kinh nghiệm triển khai hoặc vận hành ISO 9001, có kinh nghiệm làm việc với...",other,VietnamWorks_Algolia,https://www.vietnamworks.com/viec-lam/chuyen-vien-iso-2051033,2026-05-25T19:37:23.617016
scraped_vietnamworks_algolia_00033,"Customer Service Executive, Warehouse",CÔNG TY TNHH CHARLES KENDALL FREIGHT (VIETNAM),Communication|English,Ninh Bình,0,17000000,full-time,any,2,university,"- Familiar with inbound & outbound progress of bonded warehouse (by air & by sea) - Coordinate with suppliers and customers in order to ensure cargoes to move smoothly; - Be responsible for monitoring every step of operation, solving the problem properly, and answering the questions from our customers efficiently; - Complete data and job files into the system in time,... Yêu cầu: - College Degree or above with basic knowledge of logistics industry; - Good command of English in written, preferably also by oral; - Good at communication with both internally and externally; - Be proactive, aggressive, confident and team work spirits; - More than 3 years working experience in international logistics industry, preferably at bonded warehouse...",sales,VietnamWorks_Algolia,https://www.vietnamworks.com/viec-lam/customer-service-executive-warehouse-2055235,2026-05-25T19:37:23.624345
