id,userId,data_source,exported_at,age,gender,province,education,marital_status,experience_years,employment_status,target_job,target_salary,target_province,preferred_job_type,skills,skills_count,barrier_health,barrier_family,barrier_techGap,barrier_location,barrier_other,total_barriers,current_step,is_completed,created_at,updated_at
mock_0024,mock_user_0024,mock_script,2026-04-10T18:44:28.085071,35,female,Nghệ An,university,married,13.2,employed,Pha chế,12766569,Biên Hòa,full-time,vận hành máy móc,1,1,0,0,0,0,1,4,True,2026-04-10T18:44:28.085073,2026-04-10T18:44:28.085074
mock_0025,mock_user_0025,mock_script,2026-04-10T18:44:28.085086,62,female,Bắc Ninh,college,divorced,40.3,unemployed,Thợ lành nghề,27225175,Hải Dương,freelance,quản lý thời gian|nấu ăn,2,0,0,0,0,1,1,4,True,2026-04-10T18:44:28.085089,2026-04-10T18:44:28.085090
mock_0026,mock_user_0026,mock_script,2026-04-10T18:44:28.085103,39,male,Hà Tĩnh,vocational,single,4.9,unemployed,Pha chế,5773423,Lâm Đồng,full-time,bảo vệ|nhập liệu|sơn sửa nhà|chăm sóc người già,4,0,0,0,0,0,0,4,True,2026-04-10T18:44:28.085105,2026-04-10T18:44:28.085106
mock_0027,mock_user_0027,mock_script,2026-04-10T18:44:28.085119,45,other,Đà Lạt,middle,married,24.6,retired,Bảo vệ,15421673,Hải Dương,temporary,lắp ráp|xây dựng,2,0,0,0,0,0,0,4,True,2026-04-10T18:44:28.085122,2026-04-10T18:44:28.085123
mock_0028,mock_user_0028,mock_script,2026-04-10T18:44:28.085137,62,other,Vũng Tàu,vocational,married,35.0,unemployed,Nhân viên kho vận,25858999,Cần Thơ,full-time,nhập liệu|phục vụ bàn,2,0,1,0,0,0,1,4,True,2026-04-10T18:44:28.085139,2026-04-10T18:44:28.085140
mock_0029,mock_user_0029,mock_script,2026-04-10T18:44:28.085152,61,male,Hải Dương,none,married,32.9,self-employed,Nhân viên phục vụ,17310394,Đắk Lắk,part-time,chăm sóc khách hàng,1,0,1,1,1,0,3,4,True,2026-04-10T18:44:28.085154,2026-04-10T18:44:28.085155
mock_0030,mock_user_0030,mock_script,2026-04-10T18:44:28.085168,54,other,Hà Nam,high,married,22.1,unemployed,Pha chế,15844472,Thái Nguyên,full-time,đọc bản đồ|đọc bản vẽ|chăm sóc khách hàng,3,0,0,0,0,0,0,4,True,2026-04-10T18:44:28.085170,2026-04-10T18:44:28.085171
mock_0031,mock_user_0031,mock_script,2026-04-10T18:44:28.085183,44,female,Thái Nguyên,college,single,21.0,retired,Nhân viên bán hàng,19335311,Nam Định,full-time,chế biến thực phẩm,1,0,0,1,0,1,2,4,True,2026-04-10T18:44:28.085185,2026-04-10T18:44:28.085186
mock_0032,mock_user_0032,mock_script,2026-04-10T18:44:28.085200,52,male,Vĩnh Phúc,middle,married,22.1,employed,Thợ lành nghề,13406013,Hải Dương,part-time,vận hành máy móc|pccc|đọc bản vẽ|nấu ăn,4,0,1,0,0,0,1,4,True,2026-04-10T18:44:28.085202,2026-04-10T18:44:28.085203
mock_0033,mock_user_0033,mock_script,2026-04-10T18:44:28.085215,64,female,Huế,high,married,42.7,employed,Kế toán / Hành chính,22794900,Đà Nẵng,temporary,bartender|bán hàng|may mặc,3,0,1,0,0,0,1,4,True,2026-04-10T18:44:28.085218,2026-04-10T18:44:28.085219
mock_0034,mock_user_0034,mock_script,2026-04-10T18:44:28.085231,52,male,Đắk Lắk,none,single,20.9,employed,Công nhân sản xuất,10990147,Nha Trang,full-time,pccc|bartender|trồng trọt,3,0,0,0,0,0,0,4,True,2026-04-10T18:44:28.085234,2026-04-10T18:44:28.085234
mock_0035,mock_user_0035,mock_script,2026-04-10T18:44:28.085247,53,other,Lâm Đồng,college,single,29.2,employed,Nhân viên bán hàng,19286773,Hà Nam,part-time,điện nước,1,0,0,0,0,0,0,4,True,2026-04-10T18:44:28.085249,2026-04-10T18:44:28.085250
mock_0036,mock_user_0036,mock_script,2026-04-10T18:44:28.085262,35,female,Cần Thơ,college,divorced,14.8,unemployed,Lái xe,12373741,Nha Trang,full-time,lắp đặt|nhập liệu|phục vụ bàn,3,0,0,0,0,1,1,4,True,2026-04-10T18:44:28.085265,2026-04-10T18:44:28.085266
mock_0037,mock_user_0037,mock_script,2026-04-10T18:44:28.085277,45,male,TP. Hồ Chí Minh,university,married,6.9,employed,Bảo vệ,8707409,Hà Nam,full-time,may mặc|chăm sóc người già,2,0,0,0,0,0,0,4,True,2026-04-10T18:44:28.085280,2026-04-10T18:44:28.085281
mock_0038,mock_user_0038,mock_script,2026-04-10T18:44:28.085292,54,other,Lâm Đồng,none,divorced,27.8,employed,Nhân viên kho vận,13801174,Quảng Nam,full-time,bán hàng|bảo vệ,2,0,0,1,0,0,1,4,True,2026-04-10T18:44:28.085294,2026-04-10T18:44:28.085295
mock_0039,mock_user_0039,mock_script,2026-04-10T18:44:28.085308,62,male,Nam Định,primary,divorced,39.4,unemployed,Kế toán / Hành chính,17171079,Bắc Ninh,full-time,nấu ăn|kho vận,2,1,1,0,0,0,2,4,True,2026-04-10T18:44:28.085311,2026-04-10T18:44:28.085312
mock_0040,mock_user_0040,mock_script,2026-04-10T18:44:28.085324,36,female,Bình Dương,middle,married,9.0,unemployed,Nhân viên kho vận,6566477,Qui Nhơn,full-time,sửa chữa|phục vụ bàn|chăm sóc khách hàng,3,1,0,0,0,0,1,4,True,2026-04-10T18:44:28.085326,2026-04-10T18:44:28.085327
mock_0041,mock_user_0041,mock_script,2026-04-10T18:44:28.085341,65,female,Hà Nam,vocational,single,28.9,unemployed,Giúp việc / Dịh vụ,19850160,Bình Dương,full-time,lái xe|đóng gói|chế biến thực phẩm|bảo vệ,4,0,0,0,0,0,0,4,True,2026-04-10T18:44:28.085343,2026-04-10T18:44:28.085344
mock_0042,mock_user_0042,mock_script,2026-04-10T18:44:28.085363,41,female,Thái Bình,vocational,single,7.9,employed,Nông dân / Nông nghiệp,9137668,Đà Lạt,part-time,bảo vệ|nhập liệu|điện nước|may mặc,4,0,0,0,0,0,0,4,True,2026-04-10T18:44:28.085366,2026-04-10T18:44:28.085368
mock_0043,mock_user_0043,mock_script,2026-04-10T18:44:28.085383,49,male,Hải Phòng,college,married,30.4,unemployed,Kế toán / Hành chính,22284129,Thái Nguyên,full-time,lái xe|xây dựng|bảo dưỡng xe|vận hành máy móc,4,0,0,1,0,0,1,4,True,2026-04-10T18:44:28.085385,2026-04-10T18:44:28.085386
mock_0044,mock_user_0044,mock_script,2026-04-10T18:44:28.085397,61,female,Vinh,high,single,24.2,employed,Nhân viên bán hàng,12904510,Biên Hòa,temporary,nấu ăn,1,0,0,0,0,0,0,4,True,2026-04-10T18:44:28.085399,2026-04-10T18:44:28.085402
mock_0045,mock_user_0045,mock_script,2026-04-10T18:44:28.085416,39,female,Huế,vocational,widowed,18.2,unemployed,Giúp việc / Dịh vụ,14709534,Đà Nẵng,full-time,vận hành máy móc|chăn nuôi|điện nước|trộn vữa,4,0,1,0,1,0,2,4,True,2026-04-10T18:44:28.085418,2026-04-10T18:44:28.085419
mock_0046,mock_user_0046,mock_script,2026-04-10T18:44:28.085431,61,male,Cần Thơ,college,married,42.6,unemployed,Lái xe,30211864,Hà Tĩnh,part-time,giao tiếp,1,1,0,1,1,0,3,4,True,2026-04-10T18:44:28.085433,2026-04-10T18:44:28.085434
mock_0047,mock_user_0047,mock_script,2026-04-10T18:44:28.085447,56,female,Thái Nguyên,middle,married,24.7,employed,Nhân viên phục vụ,14000796,Đà Lạt,part-time,quản lý thời gian|lắp ráp|pha chế,3,1,1,0,0,0,2,4,True,2026-04-10T18:44:28.085449,2026-04-10T18:44:28.085450
mock_0048,mock_user_0048,mock_script,2026-04-10T18:44:28.085462,61,other,Đà Lạt,university,married,23.2,employed,Lao động xây dựng,21228321,Hải Phòng,full-time,chế biến thực phẩm|sử dụng máy nông nghiệp|pccc,3,1,0,0,0,0,1,4,True,2026-04-10T18:44:28.085464,2026-04-10T18:44:28.085465
mock_0049,mock_user_0049,mock_script,2026-04-10T18:44:28.085478,41,female,Nha Trang,primary,married,4.1,unemployed,Lao động xây dựng,3450135,Thanh Hóa,full-time,trang trí món ăn|pha chế|kiểm kê|thu ngân,4,0,0,0,0,0,0,4,True,2026-04-10T18:44:28.085481,2026-04-10T18:44:28.085482
mock_0050,mock_user_0050,mock_script,2026-04-10T18:44:28.085495,39,male,Nghệ An,high,divorced,5.0,unemployed,Nhân viên bán hàng,5049507,TP. Hồ Chí Minh,freelance,nấu ăn|bán hàng|pha chế đồ uống|nhập liệu,4,0,0,0,0,0,0,4,True,2026-04-10T18:44:28.085497,2026-04-10T18:44:28.085498
mock_0051,mock_user_0051,mock_script,2026-04-10T18:44:28.085510,40,male,Buôn Ma Thuột,primary,married,16.6,retired,Công nhân sản xuất,8057303,Vĩnh Phúc,full-time,vệ sinh an toàn thực phẩm,1,0,1,0,1,0,2,4,True,2026-04-10T18:44:28.085512,2026-04-10T18:44:28.085513
mock_0052,mock_user_0052,mock_script,2026-04-10T18:44:28.085527,51,male,Đà Nẵng,primary,married,22.7,self-employed,Thợ lành nghề,14364692,Bình Dương,freelance,trồng trọt|bảo dưỡng xe|vận hành máy móc,3,0,1,0,0,0,1,4,True,2026-04-10T18:44:28.085529,2026-04-10T18:44:28.085530
mock_0053,mock_user_0053,mock_script,2026-04-10T18:44:28.085542,63,male,Bình Dương,university,married,34.8,unemployed,Công nhân sản xuất,27417013,Hải Dương,part-time,đọc bản đồ|xây dựng|đóng gói,3,1,0,0,0,0,1,4,True,2026-04-10T18:44:28.085544,2026-04-10T18:44:28.085545
mock_0054,mock_user_0054,mock_script,2026-04-10T18:44:28.085558,42,other,Nghệ An,middle,married,5.1,self-employed,Lao động xây dựng,4465130,Huế,full-time,chăm sóc người già|vận hành máy móc,2,0,0,0,0,0,0,4,True,2026-04-10T18:44:28.085561,2026-04-10T18:44:28.085562
mock_0055,mock_user_0055,mock_script,2026-04-10T18:44:28.085574,61,female,Bắc Ninh,university,married,41.7,employed,Pha chế,30319118,Đà Nẵng,full-time,sử dụng máy nông nghiệp|đọc bản đồ,2,0,0,0,0,1,1,4,True,2026-04-10T18:44:28.085576,2026-04-10T18:44:28.085577
mock_0056,mock_user_0056,mock_script,2026-04-10T18:44:28.085780,36,other,Buôn Ma Thuột,university,married,3.8,unemployed,Lái xe,5716613,Nam Định,temporary,pha chế đồ uống|sơn sửa nhà,2,1,0,1,0,0,2,4,True,2026-04-10T18:44:28.085784,2026-04-10T18:44:28.085785
mock_0057,mock_user_0057,mock_script,2026-04-10T18:44:28.085802,47,female,Đà Lạt,vocational,single,28.6,self-employed,Bảo vệ,16060759,Bình Dương,temporary,giao hàng,1,1,0,1,0,0,2,4,True,2026-04-10T18:44:28.085804,2026-04-10T18:44:28.085805
mock_0058,mock_user_0058,mock_script,2026-04-10T18:44:28.085819,41,female,Thanh Hóa,college,single,18.1,unemployed,Nhân viên kho vận,17036284,Thanh Hóa,part-time,may mặc,1,0,0,1,0,0,1,4,True,2026-04-10T18:44:28.085821,2026-04-10T18:44:28.085822
mock_0059,mock_user_0059,mock_script,2026-04-10T18:44:28.085836,46,female,Thái Bình,high,single,13.1,employed,Thợ lành nghề,9876093,Bình Dương,part-time,chăm sóc người già|sửa chữa|may mặc,3,0,0,0,0,0,0,4,True,2026-04-10T18:44:28.085838,2026-04-10T18:44:28.085839
mock_0060,mock_user_0060,mock_script,2026-04-10T18:44:28.085852,53,female,Đắk Lắk,primary,married,22.1,retired,Nông dân / Nông nghiệp,11047043,Bắc Ninh,temporary,phục vụ bàn|sử dụng máy nông nghiệp|kho vận,3,0,0,1,1,0,2,4,True,2026-04-10T18:44:28.085854,2026-04-10T18:44:28.085855
mock_0061,mock_user_0061,mock_script,2026-04-10T18:44:28.085875,60,female,Vinh,vocational,single,32.4,unemployed,Nông dân / Nông nghiệp,24846665,Đà Nẵng,freelance,nhập liệu|trang trí món ăn|sửa chữa|vệ sinh an toàn thực phẩm,4,0,0,1,0,0,1,4,True,2026-04-10T18:44:28.085878,2026-04-10T18:44:28.085879
mock_0062,mock_user_0062,mock_script,2026-04-10T18:44:28.085893,43,male,Đắk Lắk,university,married,20.8,retired,Nhân viên bán hàng,17815362,Qui Nhơn,part-time,chăm sóc khách hàng|lắp đặt|nấu ăn,3,0,0,0,1,0,1,4,True,2026-04-10T18:44:28.085895,2026-04-10T18:44:28.085896
mock_0063,mock_user_0063,mock_script,2026-04-10T18:44:28.085909,51,male,Hải Phòng,college,married,13.0,unemployed,Nông dân / Nông nghiệp,9837786,Bắc Ninh,full-time,chăn nuôi|pha chế đồ uống|sửa chữa,3,1,1,1,0,0,3,4,True,2026-04-10T18:44:28.085911,2026-04-10T18:44:28.085912
mock_0064,mock_user_0064,mock_script,2026-04-10T18:44:28.085925,41,female,Lâm Đồng,high,married,17.6,employed,Nông dân / Nông nghiệp,12642455,Nghệ An,full-time,may mặc|vệ sinh an toàn thực phẩm|kế toán|xây dựng,4,0,0,1,0,0,1,4,True,2026-04-10T18:44:28.085927,2026-04-10T18:44:28.085928
mock_0065,mock_user_0065,mock_script,2026-04-10T18:44:28.085940,39,male,Hải Dương,none,single,9.0,employed,Bảo vệ,6140936,Thái Nguyên,full-time,thu ngân|giặt ủi|kế toán,3,0,0,1,0,0,1,4,True,2026-04-10T18:44:28.085942,2026-04-10T18:44:28.085943
mock_0066,mock_user_0066,mock_script,2026-04-10T18:44:28.085957,51,male,Hà Nội,high,single,14.8,self-employed,Giúp việc / Dịh vụ,9825307,Vĩnh Phúc,part-time,đọc bản đồ|trộn vữa|pccc|đọc bản vẽ,4,0,1,0,0,0,1,4,True,2026-04-10T18:44:28.085959,2026-04-10T18:44:28.085960
mock_0067,mock_user_0067,mock_script,2026-04-10T18:44:28.085971,56,female,Lâm Đồng,none,married,35.9,employed,Pha chế,14398112,Vĩnh Phúc,part-time,kho vận,1,0,1,1,0,1,3,4,True,2026-04-10T18:44:28.085973,2026-04-10T18:44:28.085974
mock_0068,mock_user_0068,mock_script,2026-04-10T18:44:28.085986,65,female,Nha Trang,university,married,34.9,self-employed,Nhân viên bán hàng,27909164,Cần Thơ,part-time,kho vận|giao tiếp|thu ngân,3,0,0,0,0,0,0,4,True,2026-04-10T18:44:28.085989,2026-04-10T18:44:28.085990
mock_0069,mock_user_0069,mock_script,2026-04-10T18:44:28.086002,42,female,TP. Hồ Chí Minh,none,married,3.7,retired,Nhân viên kho vận,3700716,Qui Nhơn,part-time,giao tiếp,1,0,0,1,0,0,1,4,True,2026-04-10T18:44:28.086004,2026-04-10T18:44:28.086005
mock_0070,mock_user_0070,mock_script,2026-04-10T18:44:28.086017,62,male,Thái Nguyên,university,married,23.9,unemployed,Lái xe,23251925,Đắk Lắk,temporary,sử dụng máy nông nghiệp|trang trí món ăn,2,0,0,0,1,0,1,4,True,2026-04-10T18:44:28.086019,2026-04-10T18:44:28.086020
mock_0071,mock_user_0071,mock_script,2026-04-10T18:44:28.086032,50,male,Bình Dương,college,married,25.9,unemployed,Nhân viên bán hàng,15935979,Đà Lạt,full-time,chế biến thực phẩm|vệ sinh an toàn thực phẩm,2,0,0,0,0,0,0,4,True,2026-04-10T18:44:28.086034,2026-04-10T18:44:28.086035
mock_0072,mock_user_0072,mock_script,2026-04-10T18:44:28.086047,51,female,Buôn Ma Thuột,middle,divorced,26.5,self-employed,Công nhân sản xuất,15622167,Biên Hòa,full-time,chăm sóc khách hàng|sử dụng máy nông nghiệp|vệ sinh an toàn thực phẩm,3,0,1,0,0,0,1,4,True,2026-04-10T18:44:28.086050,2026-04-10T18:44:28.086051
mock_0073,mock_user_0073,mock_script,2026-04-10T18:44:28.086063,36,male,Hà Nam,university,single,9.7,retired,Bảo vệ,11741435,Nam Định,part-time,sửa chữa|chăm sóc người già,2,0,1,0,0,0,1,4,True,2026-04-10T18:44:28.086065,2026-04-10T18:44:28.086066
mock_0074,mock_user_0074,mock_script,2026-04-10T18:44:28.086082,55,male,Thanh Hóa,college,married,28.4,retired,Giúp việc / Dịh vụ,19066966,Đắk Lắk,part-time,điện nước|sử dụng máy nông nghiệp|pha chế đồ uống|giao tiếp,4,0,0,0,0,0,0,4,True,2026-04-10T18:44:28.086084,2026-04-10T18:44:28.086085
mock_0075,mock_user_0075,mock_script,2026-04-10T18:44:28.086098,64,male,Huế,middle,single,43.2,unemployed,Nhân viên kho vận,25249926,Thái Nguyên,temporary,lái xe|kiểm kê|nấu ăn,3,0,0,0,1,0,1,4,True,2026-04-10T18:44:28.086100,2026-04-10T18:44:28.086101
mock_0076,mock_user_0076,mock_script,2026-04-10T18:44:28.086112,60,other,Biên Hòa,high,single,28.2,employed,Nhân viên kho vận,15859804,Đà Nẵng,full-time,bán hàng nông sản,1,0,1,1,0,0,2,4,True,2026-04-10T18:44:28.086115,2026-04-10T18:44:28.086115
mock_0077,mock_user_0077,mock_script,2026-04-10T18:44:28.086131,62,male,Hải Phòng,none,divorced,27.6,retired,Bảo vệ,13027417,Hải Dương,part-time,trộn vữa|vệ sinh an toàn thực phẩm|bảo dưỡng xe,3,1,0,0,0,0,1,4,True,2026-04-10T18:44:28.086133,2026-04-10T18:44:28.086134
mock_0078,mock_user_0078,mock_script,2026-04-10T18:44:28.086147,64,female,Đắk Lắk,college,married,39.8,employed,Lái xe,28256735,Qui Nhơn,full-time,lái xe|may mặc,2,0,1,0,0,0,1,4,True,2026-04-10T18:44:28.086150,2026-04-10T18:44:28.086151
mock_0079,mock_user_0079,mock_script,2026-04-10T18:44:28.086162,51,female,Đà Nẵng,none,married,16.6,employed,Nhân viên kho vận,9608089,Đà Nẵng,full-time,đọc bản vẽ,1,0,0,1,0,0,1,4,True,2026-04-10T18:44:28.086164,2026-04-10T18:44:28.086165
mock_0080,mock_user_0080,mock_script,2026-04-10T18:44:28.086177,42,other,Nam Định,high,married,5.0,retired,Giúp việc / Dịh vụ,4496373,Nam Định,full-time,kế toán|chăn nuôi,2,0,0,0,0,0,0,4,True,2026-04-10T18:44:28.086179,2026-04-10T18:44:28.086180
mock_0081,mock_user_0081,mock_script,2026-04-10T18:44:28.086193,58,male,Đà Lạt,university,married,32.4,employed,Nhân viên phục vụ,27389184,Bắc Ninh,freelance,trồng trọt|lắp đặt|lắp ráp|sử dụng máy nông nghiệp,4,0,0,0,0,1,1,4,True,2026-04-10T18:44:28.086195,2026-04-10T18:44:28.086196
mock_0082,mock_user_0082,mock_script,2026-04-10T18:44:28.086209,47,female,Hà Nội,middle,single,21.5,employed,Nhân viên bán hàng,13314335,Thái Nguyên,full-time,giao tiếp|kế toán|chế biến thực phẩm,3,0,0,0,0,1,1,4,True,2026-04-10T18:44:28.086211,2026-04-10T18:44:28.086212
mock_0083,mock_user_0083,mock_script,2026-04-10T18:44:28.086225,51,male,Quảng Nam,university,married,32.0,employed,Nhân viên bán hàng,20103813,Buôn Ma Thuột,temporary,trộn vữa,1,0,0,0,0,0,0,4,True,2026-04-10T18:44:28.086227,2026-04-10T18:44:28.086228
mock_0084,mock_user_0084,mock_script,2026-04-10T18:44:28.086240,50,male,Hà Tĩnh,university,single,21.6,employed,Công nhân sản xuất,15166107,Bình Dương,full-time,lắp ráp|may mặc,2,0,0,1,0,0,1,4,True,2026-04-10T18:44:28.086242,2026-04-10T18:44:28.086243
mock_0085,mock_user_0085,mock_script,2026-04-10T18:44:28.086255,59,female,Hà Tĩnh,high,single,37.8,unemployed,Pha chế,24620095,Thanh Hóa,freelance,chế biến thực phẩm|thu ngân|bartender,3,0,0,0,0,0,0,4,True,2026-04-10T18:44:28.086258,2026-04-10T18:44:28.086259
mock_0086,mock_user_0086,mock_script,2026-04-10T18:44:28.086271,50,female,Nam Định,none,widowed,13.1,retired,Lái xe,7239392,Đà Nẵng,part-time,làm việc nhóm|lái xe,2,1,0,0,0,0,1,4,True,2026-04-10T18:44:28.086274,2026-04-10T18:44:28.086275
mock_0087,mock_user_0087,mock_script,2026-04-10T18:44:28.086287,54,male,Thanh Hóa,middle,married,24.2,unemployed,Thợ lành nghề,14349919,Vĩnh Phúc,temporary,giao hàng|pccc,2,0,0,0,0,0,0,4,True,2026-04-10T18:44:28.086289,2026-04-10T18:44:28.086290
